name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost2plates,type
Ambur Biryani,No,No,bad,17,others,Quick Bites,others,250,Delivery
Alfa Family Restaurant,No,No,bad,30,others,Quick Bites,others,400,Delivery
Falahaar,No,No,good,154,Koramangala 6th Block,Quick Bites,"North Indian, Street Food",200,Delivery
Late Night,No,No,good,117,BTM,Delivery,"North Indian, Chinese",500,Delivery
Yeti,No,No,good,22,BTM,others,others,300,Delivery
Friends Chats Adda,No,No,good,0,BTM,Quick Bites,others,200,Delivery
Amjad Bhai's Star Hotel - Home Food Only,No,No,good,0,BTM,Quick Bites,"North Indian, South Indian",300,Delivery
Juicemaker,No,No,good,164,others,others,"Beverages, Fast Food",400,Delivery
PORKEATS,No,No,bad,6,Koramangala 6th Block,Quick Bites,others,400,Delivery
BOX8- Desi Meals,Yes,No,good,4,Indiranagar,"Takeaway, Delivery",others,500,Delivery
Chocolat Boulangerie Patisserie,No,No,insane,445,Koramangala 4th Block,Dessert Parlor,others,400,Delivery
Garage Food Company,Yes,No,good,0,Koramangala 1st Block,Quick Bites,"Chinese, Momos",400,Delivery
Chopserve,No,No,good,19,Koramangala 1st Block,"Takeaway, Delivery",others,300,Delivery
Bisimillah Biriyani,No,No,bad,11,BTM,Quick Bites,"Biryani, Fast Food",300,Delivery
Lakeview Milkbar,No,No,good,290,others,others,others,500,Delivery
Dabba Delight's,No,No,good,0,Koramangala 4th Block,Delivery,North Indian,350,Delivery
Hungry Lion,No,No,bad,16,others,Quick Bites,others,200,Delivery
Avon Bar & Kitchen,No,No,good,106,BTM,Casual Dining,others,700,Delivery
Bansuri Sweets,No,No,good,73,Koramangala 6th Block,others,others,250,Delivery
Jai Jinendra,No,No,insane,99,Koramangala 6th Block,Quick Bites,others,200,Delivery
Cafe Arabica,No,No,good,69,Bannerghatta Road,others,others,700,Delivery
Mayuri Andhra Mess,No,No,good,0,Koramangala 5th Block,others,"Andhra, Biryani",300,Delivery
Aaccord Restaurant,Yes,No,good,0,BTM,Casual Dining,others,600,Delivery
Hotel Darshan Paradise,Yes,No,good,16,BTM,Quick Bites,"North Indian, Chinese",300,Delivery
North Indian And Bengali Mess,No,No,good,34,Koramangala 5th Block,others,others,300,Delivery
Srinivasa Mess,No,No,good,34,others,others,others,300,Delivery
New Shanthi Sagar,No,No,good,0,BTM,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",300,Delivery
Mast Kalandar,No,No,bad,547,Koramangala 4th Block,Casual Dining,North Indian,450,Delivery
Eat N Drink,No,No,good,87,BTM,Quick Bites,Fast Food,250,Delivery
Stop N Joy,No,No,good,0,BTM,Quick Bites,others,150,Delivery
Mini Adiga's,No,No,bad,27,BTM,Quick Bites,others,250,Delivery
V.S. Garden Restaurant,No,No,bad,17,Ejipura,Casual Dining,"North Indian, Chinese",800,Delivery
Vijaya Sagar,No,No,good,15,others,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery
Hyderabad Biriyani House,No,No,good,0,BTM,Quick Bites,Biryani,400,Delivery
Crave,No,No,good,0,Koramangala 4th Block,Bakery,Bakery,600,Delivery
Champaran Spice,No,No,bad,6,BTM,Quick Bites,North Indian,400,Delivery
French Bakery,No,No,bad,7,BTM,Delivery,others,250,Delivery
Jeevika Donne Biryani,No,No,bad,8,others,Quick Bites,others,300,Delivery
Bisimillah Biriyani's & Kebab's,No,No,bad,6,BTM,Quick Bites,"Biryani, Fast Food",300,Delivery
SS Hot Dhum Briyani Point,No,No,good,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",200,Delivery
Hungry Paunch,No,No,insane,203,Koramangala 6th Block,others,others,350,Delivery
The Cheesecake Corner,No,No,good,48,BTM,"Takeaway, Delivery",Desserts,400,Delivery
Aroma Cafe,No,No,good,0,HSR,Quick Bites,others,300,Delivery
Panwaadi,No,No,good,0,Koramangala 4th Block,Dessert Parlor,others,100,Delivery
Multi Kitchen,No,No,good,0,BTM,Quick Bites,"North Indian, Chinese",300,Delivery
Candy Cake,No,No,bad,6,BTM,Bakery,Bakery,500,Delivery
Daily Bread,No,No,bad,53,Koramangala 4th Block,others,others,600,Delivery
Whooppeezz,No,No,insane,374,BTM,Casual Dining,"Italian, Pizza",500,Delivery
Food And You,No,No,good,89,Koramangala 5th Block,Quick Bites,others,300,Delivery
Priya Restaurant,No,No,good,0,Jayanagar,Quick Bites,"South Indian, North Indian",250,Delivery
Al-Hyatt,No,No,good,0,Ejipura,Quick Bites,others,300,Delivery
Sugary Bakers - A Boutique Bakery,No,No,good,0,others,Bakery,"Bakery, Desserts",200,Delivery
Kitchen King,No,No,good,0,Bannerghatta Road,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery
Sapfresh,No,No,good,0,Koramangala 4th Block,Delivery,Beverages,150,Delivery
Ammayi Thakkaram,No,No,good,0,BTM,Quick Bites,"Kerala, South Indian",400,Delivery
Kombo King,No,No,good,0,Koramangala 4th Block,Delivery,"North Indian, South Indian",300,Delivery
Hit And Run,No,No,good,0,Koramangala 4th Block,Delivery,others,300,Delivery
Sri Venkateswara Andra Mess,No,No,good,0,BTM,Quick Bites,South Indian,120,Delivery
Chalo Delhi Darbaar,No,No,good,0,Ejipura,Quick Bites,"North Indian, Mughlai, Chinese",400,Delivery
Amma's Special,No,No,good,0,Koramangala 1st Block,Quick Bites,South Indian,400,Delivery
Juicy Juice,No,No,good,0,Ejipura,others,others,100,Delivery
Yaduvanshi Hotel,No,No,good,0,BTM,Quick Bites,others,300,Delivery
Holige Mane,No,No,good,0,BTM,Quick Bites,South Indian,150,Delivery
Apsara Ice Cream,No,No,insane,147,Koramangala 5th Block,Dessert Parlor,Ice Cream,200,Delivery
The Lassi Bar,No,No,good,42,BTM,others,others,300,Delivery
Singh Punjabi Dhaba,No,No,good,67,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
Pai's Kitchen,No,No,bad,12,others,Quick Bites,South Indian,200,Delivery
Punjabi Daawat,No,No,bad,221,BTM,Quick Bites,North Indian,550,Delivery
UNIK Food,No,No,bad,4,Jayanagar,Quick Bites,"North Indian, Chinese",300,Delivery
Spoorthi Ice Cream,No,No,good,0,BTM,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
Desi Tadka,No,No,good,0,Ejipura,Quick Bites,North Indian,200,Delivery
Maruti Garden,No,No,good,0,BTM,Casual Dining,others,500,Delivery
Aisha Tharavad,No,No,good,0,Ejipura,Quick Bites,others,400,Delivery
Virgins,No,No,good,0,Ejipura,Quick Bites,Fast Food,150,Delivery
Take Us Away,No,No,good,0,Koramangala 5th Block,Delivery,Continental,400,Delivery
Oveanly,No,No,good,0,BTM,Delivery,Bakery,200,Delivery
Coffee Time,No,No,good,0,BTM,"Takeaway, Delivery",others,150,Delivery
Shayancafecito,No,No,good,0,Koramangala 5th Block,Delivery,"North Indian, Mughlai",250,Delivery
Oolala,No,No,good,0,Koramangala 1st Block,"Takeaway, Delivery","Bakery, Desserts",600,Delivery
Home Treats,No,No,good,0,JP Nagar,"Takeaway, Delivery","Bakery, Desserts",250,Delivery
Foodzoo,No,No,good,0,others,Delivery,"Fast Food, Burger",450,Delivery
Bhaiyajees,No,No,good,0,others,"Takeaway, Delivery","North Indian, South Indian",300,Delivery
Y Not Shawarma,No,No,good,0,BTM,Quick Bites,Arabian,300,Delivery
Sree Food Paradise,No,No,good,0,BTM,Quick Bites,"North Indian, Biryani",150,Delivery
Ayush Reddy Tiffins & Fast Food Center,No,No,good,0,BTM,Quick Bites,others,300,Delivery
RK Fast Food,No,No,good,0,BTM,Quick Bites,"South Indian, Chinese",300,Delivery
The Nourished Kitchen,No,No,good,0,BTM,Delivery,others,400,Delivery
FNC Seafood,No,No,good,0,Koramangala 5th Block,Quick Bites,others,400,Delivery
Paradise Food Court,No,No,good,0,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
Blends Juice Cafe,No,No,good,0,BTM,Quick Bites,"Beverages, Desserts",200,Delivery
Rahar Momo & Cane,No,No,good,0,Marathahalli,Quick Bites,Fast Food,200,Delivery
SV Food Garden,No,No,good,0,others,Quick Bites,others,250,Delivery
Foodiction,No,No,good,0,BTM,Quick Bites,others,500,Delivery
Ginger restaurant,No,No,good,0,others,Quick Bites,others,400,Delivery
Foodies Club,Yes,No,bad,5,BTM,Quick Bites,others,300,Delivery
Darjeeling Hot Momos,No,No,good,0,Koramangala 5th Block,Quick Bites,others,300,Delivery
Sri Annapoorna Andhra Mess,No,No,good,0,Koramangala 5th Block,others,Andhra,300,Delivery
Homifoo,No,No,good,0,BTM,Quick Bites,North Indian,300,Delivery
ThugLife Rolls,No,No,good,0,others,Quick Bites,others,200,Delivery
Chai Makhan,No,No,good,0,BTM,Quick Bites,"North Indian, Chinese, South Indian",300,Delivery
Sri Venkatesha Iyengar's Bakery,No,No,good,0,others,"Takeaway, Delivery",Bakery,500,Delivery
Surabhi Restaurant,No,No,good,0,others,Casual Dining,others,400,Delivery
Namms Cafe,No,No,good,0,BTM,"Takeaway, Delivery","North Indian, Chinese",300,Delivery
Zed Cafe,No,No,good,0,BTM,Quick Bites,others,350,Delivery
RGS Ambur briyani,No,No,good,0,BTM,Quick Bites,"Biryani, Kebab",300,Delivery
Smack Cafe,No,No,good,0,Koramangala 1st Block,Cafe,Cafe,400,Delivery
Kshera Sagar,No,No,good,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",200,Delivery
Delicious Mom's Kitchen,No,No,good,0,BTM,Quick Bites,others,200,Delivery
Victoria Terminus,No,No,bad,6,Ejipura,Quick Bites,others,250,Delivery
Ice N Spice,No,No,good,0,BTM,Quick Bites,others,300,Delivery
Deepam Tiffins,No,No,good,0,BTM,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery
Chettinad Food House,No,No,bad,7,BTM,Quick Bites,others,300,Delivery
RP Sweets,No,No,bad,9,BTM,others,Mithai,300,Delivery
Jiyo Natural,No,No,good,14,others,Delivery,others,300,Delivery
NGV Fast Food,No,No,bad,8,Koramangala 6th Block,Quick Bites,"North Indian, Fast Food",250,Delivery
La Lunch Box,No,No,good,0,Koramangala 4th Block,"Takeaway, Delivery",others,500,Delivery
Kaaka T Cafe,No,No,bad,6,BTM,Quick Bites,Fast Food,400,Delivery
Kyakhanahai,No,No,bad,8,Koramangala 5th Block,Delivery,"North Indian, South Indian",400,Delivery
Melt,No,No,insane,115,BTM,Casual Dining,others,1000,Delivery
Food Junction,No,No,bad,43,BTM,Quick Bites,others,400,Delivery
Hotel Orchid,No,No,good,0,BTM,Casual Dining,others,500,Delivery
Happy Plate,No,No,good,54,Koramangala 6th Block,Quick Bites,others,400,Delivery
Game Of Pizzas,No,No,good,16,Koramangala 4th Block,Delivery,others,500,Delivery
Neer Dosa Fish Land,No,No,good,39,BTM,Casual Dining,others,600,Delivery
Hunger Meals,No,No,good,31,Koramangala 4th Block,Delivery,others,400,Delivery
Kebab Ganj,No,No,bad,7,Koramangala 6th Block,Delivery,others,300,Delivery
Little Shangai,No,No,bad,4,Bannerghatta Road,others,others,400,Delivery
The Choux Box,No,No,bad,11,Koramangala 6th Block,"Takeaway, Delivery","Desserts, Bakery",300,Delivery
Nightfork,No,No,good,125,Koramangala 6th Block,Delivery,others,500,Delivery
Mysore Carnival Restaurant,No,No,good,14,Koramangala 6th Block,Quick Bites,others,350,Delivery
Dash In,No,No,bad,53,BTM,Casual Dining,others,600,Delivery
The Breakfast Truck,No,No,good,65,Koramangala 6th Block,Quick Bites,Continental,550,Delivery
Bruncherz,No,No,bad,15,BTM,Quick Bites,"North Indian, Chinese",200,Delivery
Ronnie's Kitchen,No,No,bad,12,Koramangala 5th Block,Quick Bites,Chinese,200,Delivery
De Street Cafe,No,No,good,61,BTM,Cafe,Cafe,500,Delivery
Cafe Hush,No,No,good,22,BTM,Cafe,"Cafe, Fast Food",500,Delivery
The Tower Of Pizza,No,No,bad,16,Koramangala 5th Block,Quick Bites,others,500,Delivery
What the Food,No,No,good,38,BTM,Quick Bites,"North Indian, Chinese, Fast Food",250,Delivery
Straight From The Heart,No,No,bad,5,Koramangala 6th Block,Bakery,"Bakery, Desserts",300,Delivery
Delightz,No,No,insane,40,Koramangala 6th Block,Dessert Parlor,others,300,Delivery
Martino's,No,No,good,30,Koramangala 1st Block,Quick Bites,"Italian, Pizza",350,Delivery
The Fresh Factor,No,No,bad,14,Koramangala 6th Block,Quick Bites,others,200,Delivery
sCoolMeal,No,No,good,0,BTM,"Takeaway, Delivery",others,300,Delivery
Daily & Divine,No,No,good,0,Koramangala 5th Block,Quick Bites,others,200,Delivery
Royale Biryani,No,No,good,0,Koramangala 1st Block,"Takeaway, Delivery",Biryani,500,Delivery
S.W.A.T Food Truck,No,No,good,21,Koramangala 5th Block,Quick Bites,others,250,Delivery
Hunger Buds,No,No,bad,10,BTM,Quick Bites,North Indian,250,Delivery
So-Fat's Dosas,No,No,good,43,BTM,Quick Bites,South Indian,200,Delivery
Box of Biryani,No,No,bad,9,Koramangala 6th Block,Delivery,others,400,Delivery
Tandoor-De-Naal,No,No,good,35,BTM,"Takeaway, Delivery",Fast Food,200,Delivery
Tummy Delight,No,No,bad,16,BTM,Quick Bites,North Indian,400,Delivery
Hungry Bowl,No,No,good,51,Koramangala 5th Block,"Takeaway, Delivery",others,500,Delivery
Confectionery Chocolates,No,No,good,0,Koramangala 4th Block,"Takeaway, Delivery",Bakery,500,Delivery
Niice Cream,No,No,good,38,Koramangala 5th Block,Dessert Parlor,others,400,Delivery
Bhokali Paratha,No,No,good,0,Koramangala 6th Block,Delivery,North Indian,200,Delivery
Maven Foods,No,No,good,12,Koramangala 4th Block,Quick Bites,others,650,Delivery
New Farm Fresh,No,No,good,34,BTM,Quick Bites,"Italian, Pizza",650,Delivery
Urban Spice,Yes,No,good,23,Ejipura,Casual Dining,"North Indian, Chinese, Continental",800,Delivery
Chai Mane,No,No,bad,8,Koramangala 5th Block,Quick Bites,others,150,Delivery
The Sweet Spot,No,No,insane,157,Koramangala 6th Block,Dessert Parlor,Desserts,300,Delivery
Ambur Hot Dum Biryani,No,No,bad,8,Ejipura,Quick Bites,Biryani,100,Delivery
Chowmein Kitchen,No,No,good,0,Ejipura,Quick Bites,others,150,Delivery
Hotel Oottupura,No,No,good,21,Ejipura,Quick Bites,South Indian,200,Delivery
Amrutha Mess,No,No,bad,6,BTM,Quick Bites,Kerala,300,Delivery
La Mirch,No,No,bad,6,Koramangala 1st Block,Delivery,others,400,Delivery
Eat Repeat Express,No,No,bad,10,Koramangala 5th Block,Delivery,"North Indian, Chinese, Continental",600,Delivery
Two States,No,No,bad,5,BTM,Quick Bites,others,250,Delivery
Eat Well,No,No,bad,34,Koramangala 6th Block,Quick Bites,"Chinese, North Indian",500,Delivery
Big Box Theory,No,No,good,11,Ejipura,Delivery,others,550,Delivery
Dine in Restaurant,No,No,bad,7,BTM,Quick Bites,"South Indian, North Indian, Chinese",500,Delivery
Sri Sharana Basaveshwara Khanavali,No,No,good,0,BTM,Quick Bites,South Indian,200,Delivery
Big Foody's,No,No,bad,4,others,Delivery,others,500,Delivery
Top Foam Parantha Roll & Juice Centre,No,No,bad,13,BTM,Quick Bites,others,300,Delivery
Zaiqa,No,No,bad,8,Richmond Road,Quick Bites,"North Indian, Chinese",350,Delivery
Ambur Azad Darbar,No,No,bad,6,BTM,Quick Bites,others,250,Delivery
Ambur Biriyani Point,No,No,good,26,BTM,Quick Bites,Biryani,150,Delivery
Oggarne,No,No,bad,13,others,"Takeaway, Delivery","South Indian, North Indian, Chinese",300,Delivery
Karnataka Biriyani Centre,No,No,good,0,Jayanagar,Quick Bites,Biryani,200,Delivery
Amravathi Restaurants & Caterers,No,No,bad,6,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
Cakes and Moulds,No,No,good,19,Koramangala 1st Block,Bakery,"Bakery, Desserts",300,Delivery
Jadoo Ka Dabba,No,No,good,20,others,Delivery,"North Indian, Chinese",200,Delivery
Chaai Resto,No,No,good,54,Koramangala 6th Block,others,others,250,Delivery
Parivaar,No,No,bad,7,BTM,Delivery,"Biryani, North Indian, Chinese",600,Delivery
Pockets and Bowls,No,No,bad,5,others,Delivery,others,500,Delivery
Alechemy,No,No,good,0,BTM,Casual Dining,North Indian,1500,Delivery
Hotel Muthu,No,No,good,0,Bannerghatta Road,Quick Bites,South Indian,200,Delivery
Malnad Military Hotel,No,No,good,0,BTM,Quick Bites,"South Indian, Chinese",350,Delivery
Choco Monk,No,No,good,0,BTM,Delivery,Desserts,200,Delivery
Egg D,No,No,good,0,Koramangala 1st Block,Delivery,others,300,Delivery
Kanha's Kafe,No,No,bad,12,Koramangala 5th Block,Quick Bites,others,200,Delivery
Edigo,No,No,good,0,Electronic City,Delivery,"North Indian, South Indian, Chinese",250,Delivery
Food Singh,No,No,good,0,Koramangala 4th Block,Delivery,North Indian,500,Delivery
Meal-bowl.com,No,No,good,0,Koramangala 4th Block,Delivery,North Indian,300,Delivery
Brew Cafe,No,No,bad,4,BTM,Quick Bites,Fast Food,300,Delivery
Creamiester Ice Creams,No,No,good,0,Koramangala 4th Block,others,others,300,Delivery
Watheen Nuts,No,No,good,0,BTM,"Takeaway, Delivery",Desserts,400,Delivery
Traffic,No,No,good,0,BTM,"Takeaway, Delivery",Beverages,100,Delivery
Chutneys Tiffin Center,No,No,good,0,BTM,Quick Bites,others,300,Delivery
Curryvape Restaurant,No,No,good,0,Koramangala 1st Block,Quick Bites,North Indian,300,Delivery
Five Star New Ambur Biryani,No,No,good,0,BTM,Quick Bites,others,300,Delivery
Food Court,No,No,good,0,Richmond Road,Quick Bites,Fast Food,100,Delivery
Ludhiana Junction,No,No,good,0,others,Delivery,others,300,Delivery
Fluffer Nutter,No,No,good,0,BTM,Quick Bites,Beverages,200,Delivery
SM Fast Food,No,No,good,0,BTM,Quick Bites,"South Indian, North Indian",300,Delivery
Bhoja99,No,No,good,0,BTM,Quick Bites,North Indian,200,Delivery
UKIYO,No,No,good,0,BTM,others,others,300,Delivery
Royal Hyderabadi Nights,No,No,good,0,BTM,"Takeaway, Delivery",others,400,Delivery
Hungry Nights,No,No,bad,54,BTM,"Takeaway, Delivery","Chinese, North Indian",300,Delivery
Kitchen's Sea Food Restaurant,No,No,bad,9,others,"Takeaway, Delivery",others,800,Delivery
WanderCrust,No,No,good,0,HSR,"Takeaway, Delivery",Pizza,500,Delivery
Sizzlingo,No,No,good,0,Koramangala 1st Block,Quick Bites,North Indian,600,Delivery
Evo,No,No,good,0,others,Delivery,others,500,Delivery
Cafe Remix,No,No,good,0,others,Delivery,others,600,Delivery
Rolling Rolls,No,No,good,0,Koramangala 1st Block,"Takeaway, Delivery","Fast Food, Rolls",450,Delivery
FrostBite,No,No,bad,15,Koramangala 5th Block,others,others,400,Delivery
Bengal Metro,No,No,good,0,Koramangala 1st Block,Quick Bites,others,600,Delivery
Navaneetha,No,No,bad,4,others,Quick Bites,others,350,Delivery
Delly Belly,No,No,bad,5,Koramangala 6th Block,Delivery,"North Indian, Mughlai",400,Delivery
Shater Grill House,No,No,bad,8,BTM,Casual Dining,others,700,Delivery
Ghee Rice Family Restaurant,No,No,bad,16,others,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery
Coal Grill & Cafe,No,No,bad,8,BTM,Quick Bites,Arabian,300,Delivery
Lets cafe,No,No,bad,6,Koramangala 5th Block,Quick Bites,"Chinese, North Indian",250,Delivery
Eat up's Cloud Kitchen,No,No,good,0,Koramangala 1st Block,Delivery,others,200,Delivery
Murali Military hotel,No,No,good,0,BTM,Quick Bites,"Biryani, South Indian",300,Delivery
Hyderabadi Biryani House,No,No,good,0,BTM,Quick Bites,Biryani,300,Delivery
Garden Hotel,No,No,good,0,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery
Chai Makhan,No,No,good,0,BTM,Quick Bites,others,400,Delivery
Cafe Sulaimani,No,No,good,0,BTM,Quick Bites,others,300,Delivery
Ruchi's Foodies Blast,No,No,good,0,BTM,"Takeaway, Delivery","Chinese, North Indian",250,Delivery
Creme & Cheese,No,No,good,18,Koramangala 4th Block,"Takeaway, Delivery",Desserts,850,Delivery
Chocolate Bomb,No,No,good,0,BTM,Bakery,Bakery,300,Delivery
Sofiya Cakes,No,No,good,0,Koramangala 5th Block,Delivery,"Bakery, Desserts",300,Delivery
Mr. Meow's Hotdogs,No,No,bad,7,Koramangala 6th Block,others,Fast Food,300,Delivery
Swad Desh,No,No,good,0,others,Quick Bites,Andhra,400,Delivery
Malabar Mint,No,No,bad,39,Koramangala 5th Block,Casual Dining,others,700,Delivery
Tit Bits,No,No,good,0,BTM,Quick Bites,"North Indian, Fast Food",400,Delivery
Floral Bakes,No,No,good,0,others,Quick Bites,others,300,Delivery
Blu Dale Fast Food,No,No,bad,7,Ejipura,Quick Bites,others,250,Delivery
Hunger House 32,No,No,good,0,Ejipura,Quick Bites,"North Indian, Chinese",300,Delivery
Kalpana's Kitchen,No,No,good,0,Ejipura,"Takeaway, Delivery",others,400,Delivery
Rayalaseema Abhiruchulu,No,No,good,0,BTM,Quick Bites,"North Indian, South Indian, Chinese",250,Delivery
GR Foods,Yes,No,good,0,BTM,Quick Bites,"Andhra, Biryani",350,Delivery
Rice and Rolls,No,No,bad,61,Koramangala 6th Block,Quick Bites,others,500,Delivery
New Udupi Dharshini,No,No,good,0,BTM,Quick Bites,"South Indian, Chinese",150,Delivery
Holiday Fast Food,No,No,bad,21,Ejipura,Quick Bites,others,350,Delivery
Lord of Combos,No,No,good,0,Koramangala 5th Block,Delivery,North Indian,500,Delivery
Svadu Sweets,No,No,bad,6,BTM,others,others,200,Delivery
Durga Maata Hotel,No,No,good,0,Ejipura,Quick Bites,"North Indian, Chinese",200,Delivery
Navab's,No,No,good,9,Koramangala 4th Block,Delivery,others,600,Delivery
Desi Bites,No,No,bad,4,Bannerghatta Road,others,Street Food,200,Delivery
Choo Zi,No,No,good,0,Koramangala 5th Block,Delivery,Chinese,300,Delivery
Homemade,No,No,good,0,Koramangala 1st Block,"Takeaway, Delivery",North Indian,450,Delivery
Lassi House,No,No,good,0,Ejipura,others,"Beverages, Desserts",150,Delivery
Midnight Pizza Slurpp,No,No,good,99,Koramangala 4th Block,Delivery,"Italian, Pizza",700,Delivery
Bombay Kulfi,No,No,good,0,Koramangala 1st Block,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
Mongolian Kitchen,No,No,good,30,BTM,Quick Bites,others,300,Delivery
Grill N Chill,No,No,bad,17,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
Kolkata Restaurant,No,No,bad,7,Jayanagar,Quick Bites,others,300,Delivery
Hotel Marina,No,No,bad,26,Koramangala 6th Block,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery
The 90s Hash House,No,No,good,63,BTM,Cafe,Cafe,500,Delivery
Nutri Fit,No,No,good,0,Koramangala 6th Block,"Takeaway, Delivery",others,300,Delivery
Nutrition on Wheels,No,No,bad,23,BTM,"Takeaway, Delivery",others,300,Delivery
Hotel Feast Ambur Biriyani,Yes,No,bad,257,Koramangala 1st Block,Quick Bites,"Biryani, Kebab",250,Delivery
Marunadan Kada,No,No,bad,6,BTM,Quick Bites,others,250,Delivery
Ambur Hot Dum Biryani,No,No,bad,21,BTM,Quick Bites,Biryani,200,Delivery
Nonveg Dreams,Yes,No,good,0,others,Delivery,"Biryani, North Indian",500,Delivery
Cafe Longing,Yes,No,good,0,BTM,Cafe,"Cafe, Fast Food",200,Delivery
Dawat E Biryani,No,No,good,0,Koramangala 1st Block,Quick Bites,Biryani,200,Delivery
Dipd N Chocolate,Yes,No,good,0,Koramangala 7th Block,Cafe,"Cafe, Desserts",300,Delivery
Best Shawarmas,Yes,No,good,0,BTM,Delivery,others,300,Delivery
Hottey Smokey,Yes,No,good,0,HSR,Quick Bites,others,400,Delivery
Shyamali Fast Food Kolkata Style,No,No,good,0,Ejipura,Quick Bites,others,250,Delivery
Kebarbiq,No,No,insane,138,Koramangala 7th Block,Casual Dining,others,800,Delivery
Red Bawarchi,Yes,No,bad,21,BTM,Delivery,others,600,Delivery
Sk Grand Hotel,No,No,bad,6,Jayanagar,Quick Bites,South Indian,400,Delivery
Snack Souq,No,No,good,0,BTM,"Takeaway, Delivery",others,250,Delivery
Baahubelly,Yes,No,good,68,Brigade Road,Casual Dining,"South Indian, North Indian",500,Delivery
Pakiza Dilli Darbar Restaurant,Yes,No,bad,13,BTM,Quick Bites,Biryani,300,Delivery
Haji Ali Juice Centre,Yes,No,insane,152,Koramangala 5th Block,others,others,350,Delivery
Heritage Cafe,Yes,No,good,11,Jayanagar,Quick Bites,others,200,Delivery
SNACKOMATE,Yes,No,good,0,Koramangala 5th Block,Quick Bites,Fast Food,300,Delivery
Juice Lounge,Yes,No,bad,28,BTM,others,others,250,Delivery
Mangala's Tea Time Cafe,Yes,No,good,0,Koramangala 1st Block,Quick Bites,others,150,Delivery
Sri Krishna Delight,No,No,good,0,BTM,Quick Bites,"North Indian, South Indian",250,Delivery
Peppers,Yes,No,bad,94,Ejipura,Quick Bites,"North Indian, Chinese",300,Delivery
Kamat Swaad,No,No,good,194,JP Nagar,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery
Deccan Spices,Yes,No,good,24,Richmond Road,Quick Bites,others,500,Delivery
Rimo,Yes,No,good,44,Koramangala 5th Block,Quick Bites,others,500,Delivery
Lassi Magic,Yes,No,bad,12,BTM,others,Beverages,150,Delivery
Halo Chef,Yes,No,good,144,Koramangala 4th Block,Delivery,North Indian,500,Delivery
Yum's The Word!,No,No,good,0,Koramangala 4th Block,Delivery,Chinese,200,Delivery
Sethi's,Yes,No,good,0,Koramangala 4th Block,Delivery,"North Indian, Chinese",600,Delivery
Hungry Birds,Yes,No,bad,6,Koramangala 7th Block,Delivery,Chinese,300,Delivery
The Biriyani Factory,Yes,No,bad,31,BTM,Quick Bites,"North Indian, Biryani",500,Delivery
TangyLicious,Yes,No,bad,16,BTM,"Takeaway, Delivery",Fast Food,400,Delivery
The Duke of Juices,Yes,No,bad,5,HSR,Quick Bites,others,200,Delivery
Bullet Biryani,Yes,No,bad,9,BTM,"Takeaway, Delivery",Biryani,300,Delivery
Bhandary's Kitchen,Yes,No,good,16,Koramangala 7th Block,Delivery,North Indian,300,Delivery
Bajji House,Yes,No,bad,7,HSR,Quick Bites,Street Food,100,Delivery
Biryani Spot,Yes,No,bad,9,BTM,Quick Bites,"South Indian, Biryani",300,Delivery
FoodNite,Yes,No,good,0,BTM,Quick Bites,"North Indian, Chinese, Fast Food",300,Delivery
Aata's Kitchen,Yes,No,bad,8,Koramangala 1st Block,Quick Bites,"South Indian, North Indian",250,Delivery
Harilal ka Bihari Dhaba,Yes,No,good,0,Koramangala 1st Block,others,others,250,Delivery
Cilantro,Yes,Yes,insane,281,Koramangala 4th Block,"Casual Dining, Bar",others,1500,Delivery
Just Sandwiches,Yes,No,good,10,BTM,Quick Bites,others,100,Delivery
Cafe Mist,Yes,No,good,187,JP Nagar,Cafe,others,500,Delivery
Super Thali,Yes,No,good,0,BTM,"Takeaway, Delivery",North Indian,400,Delivery
Tandoor Nation,Yes,No,bad,39,BTM,Quick Bites,"North Indian, Chinese",400,Delivery
Indian Kitchen Eateries-IKE,Yes,No,bad,8,BTM,Quick Bites,Fast Food,150,Delivery
Kickin Burger,Yes,No,bad,22,Jayanagar,Quick Bites,Fast Food,400,Delivery
#L-81 Cafe,Yes,No,good,48,HSR,Quick Bites,"Fast Food, Beverages",400,Delivery
House Of Wholewheat,Yes,No,bad,6,Koramangala 1st Block,Bakery,"Bakery, Desserts",200,Delivery
The Rice Company,No,No,good,0,Koramangala 4th Block,Delivery,North Indian,300,Delivery
Dabba Karkhana,Yes,No,bad,17,BTM,"Takeaway, Delivery",North Indian,300,Delivery
